Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /api/v1/reports/bounds,2131,20,570.0,622.9560266665759,16.55308302724734,1933.0290840007365,60995.99014547161,23.710715671327833,0.22253135308613642,570,620,690,740,850,970,1100,1400,1800,1900,1900
,Aggregated,2131,20,570.0,622.9560266665759,16.55308302724734,1933.0290840007365,60995.99014547161,23.710715671327833,0.22253135308613642,570,620,690,740,850,970,1100,1400,1800,1900,1900
