Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /api/v1/reports/bounds,206,0,7700.0,7995.188984953803,893.429100047797,21420.085899997503,62420.98058252427,2.3134681259527516,0.0,7700,7900,8200,8500,8800,9600,16000,19000,21000,21000,21000
,Aggregated,206,0,7700.0,7995.188984953803,893.429100047797,21420.085899997503,62420.98058252427,2.3134681259527516,0.0,7700,7900,8200,8500,8800,9600,16000,19000,21000,21000,21000
