Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /api/v1/reports/bounds,2590,0,430.0,474.23177309227304,211.53816703008488,1898.8165420014411,61692.72972972973,28.87415820276128,0.0,430,450,470,490,610,760,1000,1200,1900,1900,1900
,Aggregated,2590,0,430.0,474.23177309227304,211.53816703008488,1898.8165420014411,61692.72972972973,28.87415820276128,0.0,430,450,470,490,610,760,1000,1200,1900,1900,1900
