Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /api/v1/reports/bounds,2584,0,430.0,476.7443881868722,208.91712501179427,2358.521458983887,61691.46865325078,28.696846894254023,0.0,430,450,480,510,710,850,1000,1200,1600,2400,2400
,Aggregated,2584,0,430.0,476.7443881868722,208.91712501179427,2358.521458983887,61691.46865325078,28.696846894254023,0.0,430,450,480,510,710,850,1000,1200,1600,2400,2400
