Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /api/v1/reports/bounds,198,0,8700.0,8111.514195090753,867.9777919896878,10102.187665994279,62442.96464646464,2.3022049344421105,0.0,8700,8700,8800,9000,9100,9400,10000,10000,10000,10000,10000
,Aggregated,198,0,8700.0,8111.514195090753,867.9777919896878,10102.187665994279,62442.96464646464,2.3022049344421105,0.0,8700,8700,8800,9000,9100,9400,10000,10000,10000,10000,10000
