Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /api/v1/reports/bounds,186,0,8900.0,8835.141543548063,871.5787000255659,21696.80470007006,62449.833333333336,2.089571567978522,0.0,8900,9000,9000,9100,9400,10000,17000,21000,22000,22000,22000
,Aggregated,186,0,8900.0,8835.141543548063,871.5787000255659,21696.80470007006,62449.833333333336,2.089571567978522,0.0,8900,9000,9000,9100,9400,10000,17000,21000,22000,22000,22000
