Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /api/v1/reports/bounds,189,0,8600,8813.359922215726,870.5864000367001,21925.770899979398,62446.550264550264,2.094736607983689,0.0,8600,8900,9200,9200,9900,11000,17000,21000,22000,22000,22000
,Aggregated,189,0,8600,8813.359922215726,870.5864000367001,21925.770899979398,62446.550264550264,2.094736607983689,0.0,8600,8900,9200,9200,9900,11000,17000,21000,22000,22000,22000
