Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /api/v1/reports/bounds,191,0,8700.0,8502.51902670463,882.4166000122204,18370.870599988848,62447.41884816754,2.144311982539787,0.0,8700,9000,9000,9100,9300,9400,14000,17000,18000,18000,18000
,Aggregated,191,0,8700.0,8502.51902670463,882.4166000122204,18370.870599988848,62447.41884816754,2.144311982539787,0.0,8700,9000,9000,9100,9300,9400,14000,17000,18000,18000,18000
