Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /api/v1/reports/bounds,197,0,8500.0,8344.422427714308,448.31287499982864,12888.997750007547,62445.85279187817,2.27289768722469,0.0,8500,8600,8600,8700,9300,9300,13000,13000,13000,13000,13000
,Aggregated,197,0,8500.0,8344.422427714308,448.31287499982864,12888.997750007547,62445.85279187817,2.27289768722469,0.0,8500,8600,8600,8700,9300,9300,13000,13000,13000,13000,13000
